date,time,username,tweet,likes_count
2020-07-29,08:57:38,joeeenglish,"Amazing article by @TaylorLorenz   As COVID turned life upside-down for millions of US teenagers, how a podcast hosted by five California highschoolers - discussing mental health, school, family, friendships, sexuality and more - is helping them cope    https://t.co/GrTLOHUz1B",71
2020-07-28,18:57:32,gabykirschner,congrats to all of my ex boyfriends on not getting Covid,71
2020-07-28,12:25:33,thebritafilter,🖤🖤🖤✊🏽 If my Mom wasn’t saving lives in Texas from CoVid. She would be here. Sending love to all the incredible Mom’s who do what they do to try to make the world a better place.,170
2020-07-27,21:40:50,bradlander,"Even amidst COVID-19, the Austin City Council is proposing to invest in transit infrastructure, w/a strong equity lens. Jealous doesn’t begin to describe it.",247
2020-07-27,05:35:29,tsamaradki,"Kadang suka pengen ketawa lihat mereka yang percaya teori konspirasi Covid-19. Tapi lalu mikir, jangan-jangan mereka lebih dipercaya oleh banyak orang dibanding kita yang ngetawain?   Langsung serem...",222
2020-07-26,23:31:30,louispeitzman,Me: I will feel better in the fall. My brain: We’ll still be in a pandemic. Me: Everything will be OK when there’s a chill in the air. My brain: COVID isn’t going anywhere. Me: I’m going to knit COVID a tiny scarf.,440
2020-07-25,10:22:08,peteharrisonnyc,"Like every other rot in our public policy, covid only exposed what was already there and sped up the failure. ie Hudson Yard’s didn’t create new econ activity, it just shifted it around on the public’s dime. That’s been the disastrous model of the city + state for decades",82
2020-07-25,10:22:07,peteharrisonnyc,Don’t buy blaming Hudson Yard’s imploding on covid. It was always a ponzi scheme designed to funnel public wealth out of poor neighborhoods and illicit foreign wealth into America. It was never designed for New Yorkers or to “succeed” on its own,521
2020-07-23,17:34:48,jaymee,How many years in a row can someone post photos from a 2017 photo shoot for Opening Day? Asking for a friend... 😜⁣ ⁣ What are you most excited about for this Covid-shortened baseball season and who’s your team? 📷: @justinaharoni  ⁣ #baseballisback #openingday #mlb #sfgiants  https://t.co/2FUM25sGSM,102
2020-07-22,14:54:02,sammiscarlette,Just got the Covid nose swab test... holy shit that is uncomfortable!,69
2020-07-20,10:44:32,pkhakpour,CityMD COVID antibody &amp; nasal test back in: both negative.,82
2020-07-19,22:20:37,tomwatson,"So painful. Covid deaths in families around the country, now coming into Facebook feeds. Several in last 24 hours. We did this in New York. It didn't need to happen again.",72
2020-07-19,08:56:59,martinezmau,"38,310 muertos por #Covid_19 en México  https://t.co/Jss2Ni8SYV",733
2020-07-18,11:13:35,kenbuffa,Packed.  This is Steinway St. in Astoria last night.  Hundreds partying and ignoring covid safety guidelines.   No masks. No social-distancing.  NYPD Officers outnumbered and heckled as crowds grew. @NBCNewYork  https://t.co/lOhk6smywD,152
2020-07-18,10:16:47,louispeitzman,"Dreamt I was screaming at this mean older couple in an elevator, and woke up sad about one more thing COVID has taken away from us (the ability to scream safely in elevators).",67
2020-07-17,21:54:47,penenberg,"Yet another article claiming Covid parties and/or mixers without any proof. The writer links to other published reports, all based on hearsay. Either get verifiable proof—a direct source, for example—or stop publishing this crap. cc @lorakolodny @WIRED",108
2020-07-16,23:13:50,bradlander,Rosa &amp; I are sleeping outside Jeff Bezos’ pad w/ @jessicaramos @CnDelarosa @RJackson_NYC @MaketheRoadNY &amp; immigrant families excluded from COVID relief demanding to #MakeBillionairesPay to #FundExcludedWorkers. These families don’t need a penthouse. Just enough to afford a home.  https://t.co/1ISqDHqSll,565
2020-07-16,22:22:53,roncoleman,I decline to reconcile myself to the new normal.  Not the Covid stuff either,711
2020-07-16,19:51:31,drkimsue,"I am crushed &amp; devastated that 72,000 people died of overdose in 2019. 37 states ⬆️ or same. Worse than 2018. I feel like Sisyphus rolling a boulder up a mountain over &amp; over again for eternity. In 2020 it seems even worse with COVID on top of it all, also health budgets slashed.",100
2020-07-16,08:20:49,bradlander,"We have failed millions of excluded workers, immigrants &amp; families left out of our COVID income relief programs. I’ll be joining some of them today w/ @MaketheRoadNY in a 24-hour fast to demand that Gov. Cuomo &amp; the NYS Legislature tax billionaires to #FundExcludedWorkers.",124
2020-07-14,21:53:01,mlgpuckett,Love walking the city. COVID giving everyone a little extra time to slow down and look up. #NYC  https://t.co/yZSERL5JRK,121
2020-07-14,19:04:50,jan_ransom,BREAKING: Public defenders in NYC have filed a federal lawsuit to stop in-person court hearings because of covid. “This forces people to choose between their health &amp; their liberty because if they do not attend court they can have a warrant issued &amp; potentially be incarcerated.”,485
2020-07-13,20:49:24,martinezmau,"Aquí la cosa no es dónde coma. Lo lamentable es que no predica con el ejemplo. Teniendo la oportunidad de poder incentivar el uso del cubrebocas, el demagogo se lo pasa por los 🥚🍳 y mientras, los números de casos de #Covid_19 en México siguen subiendo. Eso es lo que insulta.🖕🏼",141
2020-07-13,19:05:29,uche_blackstock,*NEW*: 5.4 million Americans have lost health insurance from job losses due to the #coronavirus crisis. More became uninsured in states that didn’t expand Medicaid than did (43% vs 21%). The next #Covid_19 bill must contain health insurance protections.   https://t.co/4mYx0aSRG0,104
2020-07-13,18:41:48,rolandscahill,I think we should let families of victims of Covid-18 to be the first people allowed to spit on Trumps’ grave when that day eventually comes,268
2020-07-13,10:27:54,kadiagoba,"New COVID-19 guidance in NYC: Wear face masks in public and work indoor spaces even if you can social distance. “It’s a good precaution, anytime there are people around keep it on.” — NYC Mayor",117
2020-07-13,08:27:43,martinezmau,"Cerca de 35,000 fallecidos por #Covid_19 en México y @lopezobrador_ hablando de la mentada ""rifa"" del avión presidencial. Es por demás...  Mi país está condenado.",1554
2020-07-13,06:15:04,martinezmau,"Nueva York es una isla de calma en un mar turbulento en estos momentos. Primer día (desde Marzo) que se reportan CERO muertes por #Covid_19. Hemos aplanado la curva a CERO, ahora debemos permanecer #newyorktough  https://t.co/SNilPvGCn8",416
2020-07-12,18:32:13,anastasiakeeley,This week I am going to St. Louis with a cat on a plane at the height of the Covid outbreak so that’s putting a fun new spin on my normal pre-travel anxiety,81
2020-07-12,15:02:51,martinezmau,"El nuevo Epcot en Disney World en Orlando, Florida realmente es así. En el estado que más casos ha presentado en un solo día en la historia del #Covid_19: 15,000 contagios ayer. Más que NY en su peor momento. ¿Que chingados tienen que hacer en @DisneyParks en plena pandemia? 🤬🖕🏼  https://t.co/ihwlOuN4c0",366
2020-07-10,17:33:33,peteharrisonnyc,"Disappointed to hear that @HelenRosenthal is exiting the comptroller race. She’s been a great advocate for tenants and an important progressive voice on fiscal policy, especially on NYC borrowing during COVID. Her voice in the race will be missed!  https://t.co/0YaaTm68gW",54
2020-07-09,21:57:50,tsamaradki,"Indonesia dalam situasi maju-mundur kena. Kurva Covid-19 belum landai, bahkan belum jelas apakah kita sudah mencapai ‘peak’ dari Covid-19/tidak. Di sisi lain, memberlakukan PSBB ketat seperti kemarin punya dampak serius thd ekonomi &amp; pengangguran. 😔",269
2020-07-08,15:05:47,galeabrewer,53 people tested positive for COVID in Manhattan yesterday. Stay safe and #MaskUpManhattan,103
2020-07-08,14:38:25,slasher,"unchanged. one thing that's clear is this time around especially in a post-covid world neither YouTube or Twitch want to pay top dollar for exclusive streamer contracts, and neither thinks they have to either. Facebook still needs to though  https://t.co/Cc1bm4XxY1",1301
2020-07-07,10:27:02,galeabrewer,66 people tested positive for COVID-19 in Manhattan yesterday. Please continue to be mindful and take precautions. We can’t afford to relax our safety standards which are working #MaskUpManhattan,87
2020-07-06,21:36:54,drkimsue,"For doctors and healthcare workers in NYC, it’s difficult and painful for us watching COVID-19 cases rise around the country. Behind healthcare systems are people working tirelessly with physical and mental health tolls. I write about this in @bmj_latest  https://t.co/2du3XoTOJr",72
2020-07-05,09:59:22,drkimsue,"I’m terrified of going inside a bar or a gym and will not until there is a vaccine. When I talk to friends around the country who are “going to the gym,” I shudder. And I loved the gym!! These COVID cases are preventable. This is tragic.  https://t.co/xQgI5ZOek5",136
2020-07-04,12:27:20,david_leavitt,"Over 132,000 Americans won’t have a happy 4th of July because they have died from #COVID19 &amp; #TraitorTrump who's too busy committing #TRE45ON doesn’t care.  One Hundred and Thirty Two THOUSAND wont celebrate this Independence Day.  America  #coronavirus #covid #COVIDー19",238
2020-07-02,14:02:18,louispeitzman,"To be fair, it’s possible that he was merely en route to the hospital when the above was tweeted last night. The timeline is unclear. Anyway, getting hospitalized with COVID to own the libs!  https://t.co/HvnMdM81XH",75
2020-07-02,09:22:47,louispeitzman,Just found out some teenagers are having “COVID parties” where they take bets to see who can catch it first. Yet another thing I’m not being invited to.,327
2020-07-01,11:22:37,austintylerro,List of countries that have banned Americans from entering due to mismanagement and rampant spread of COVID-19:  https://t.co/Mzpca2edxi,212
2020-06-30,22:10:32,msolis14,"doing a “hard” quarantine (roommate has covid!!) and so far I’ve spent it marveling at my ability to sit on the couch and do absolutely nothing, no phone, zero thoughts passing through my head",63
2020-06-30,19:18:35,adena_andrews,Get into these braids honey! I am delivered from Covid hair hell! Ugh.  https://t.co/GE0nJA51MB,103
2020-06-30,16:47:53,mjfree,You can’t make this shit up! So informed he knew Covid-19 was a hoax and Russia was putting bounties on our soldiers.,108
2020-06-30,14:43:58,pbump,Pew asked the same people in March and June if they approved of Trump's job performance as president.   Over that period 1-in-6 of those who'd approved of Trump switched their views of him. 45% of that group lived in areas hardest-hit by covid.  https://t.co/nbu92rwSu6,450
2020-06-29,22:02:50,martinezmau,🇨🇦 | CANADÁ  El Cirque du Soleil se declara en quiebra y despide a casi 3.500 empleados a causa de la pandemia. Solicita una reestructuración de la deuda. #cirquedusoleil #cirque #coronavirus #bankrupt #Covid_19,1074
2020-06-29,08:22:31,bryanllenas,"Gilead CEO pens an open letter announcing and justifying the price of Remdesivir, a COVID-19 treatment. Governments will be charged $390 a vial. Most patients will need 6 vials over 5 days= $2340. US private insurance will be charged $520 dollars or $3120 for 6 vials needed.  https://t.co/atT46UBEX8",1474
2020-06-29,08:21:17,martinezmau,"Para quien minimice las 500,000 personas fallecidas por #COVID, diciendo que son el 0.006410% de la población mundial. Equivale a: •Todo Lisboa o Atlanta •1000 avionazos de A380s completamente llenos •166 veces los que murieron en 9/11 •500,000 veces tu mejor amigo o hermano.",1009
2020-06-28,20:40:24,tsamaradki,"Menurut Presiden @jokowi, dari Rp 75T yang dianggarkan untuk sektor kesehatan dalam menangani Covid-19, baru sekitar 1,5% yang dikeluarkan!   Jadi dari kemarin Kemenkes ngapain aja? Penganggaran tanpa implementasi jadinya ya sia-sia 😔",1423
2020-06-28,03:17:31,martinezmau,Pues esta noche hubiera estrenado EVITA en Londres.  COVID: ✊🏼,829
2020-06-27,15:42:23,nate_bowling,Just cleared customs at JFK. No additional screening. No temp check. No one asked to see the health screening form I was given to fill out or the negative Covid test result I got in Abu Dhabi.  It's like y'all aren't even trying anymore.,1126
2020-06-27,10:25:11,cnyari,"In typical German fashion, the return and COVID protocols was executed to perfection, a benchmark for all other sports leagues. 👏 #Bundesliga",106
2020-06-26,14:37:31,scottwesterfeld,"So in the early 2010s I wrote Afterwords, about a young writer deferring college for a year to write a YA novel. And now I know at least four people doing exactly that because of Covid 19. Sometimes the universe seems inordinately interested in making life imitate art.",100
2020-06-26,08:10:53,drkimsue,Seeing all the cases shoot up around the country is bringing back our collective NYC healthcare worker trauma from March/April. It is infuriating b/c these cases are preventable. Behind “ICU/hospital beds” are teams of ppl bearing COVID risk &amp; immense emotional &amp; physical labor.,603
2020-06-26,07:49:25,uche_blackstock,"“Nearly 1 in 3 black Americans know someone personally who has died of covid-19, far exceeding their white counterparts, according to a Washington Post-Ipsos poll that underscores the coronavirus pandemic’s profoundly disparate impact.”   https://t.co/bW7VexR5Xs",795
2020-06-25,21:57:26,martinezmau,"25,060 muertos en México por #Covid_19  Que pinche impotencia.",362
2020-06-25,16:20:37,_erichu,White guy at the covid testing clinic loudly complaining about the optional ethnicity question we all know what ethnicity you are lmao,178
2020-06-24,19:59:03,scottwesterfeld,"Once a year, sunset aligns with my apartment in a phenomenon the ancients called ""Scott-henge."" This year, thanks to Covid, my annual S-H party has been replaced with an evening of contemplation, which only makes my feel closer to my ancestors. I hope you are all staying safe.  https://t.co/dAeCLOgAI7",121
2020-06-22,18:28:32,gabykirschner,damn the entire league is gonna get covid and we don’t even get a shoutout in the nyt mini crossword for it :(  https://t.co/1Ev2RWESfv,79
2020-06-22,17:14:02,candacemccowan7,I just ran my fingers through my husbands covid fro for the last time. He’s going to the barbershop now. End of an era. 😭😭😭😭,131
2020-06-21,18:04:09,tkylemac,Seeing all the COVID #’s from other states... I hope everyone is excited for Pumpkin Spiced Corona this Fall!!!,244
2020-06-20,09:49:30,yeampierre,Almost walked out w/o a mask &amp; gloves to go grocery shopping-stopped in my tracks shaking remembering I was bedridden for 3 weeks &amp; my pulse went up to 224 from Covid &amp; I lost 3 family members in 2 weeks -Covid19 kills &amp; it especially takes out BIPOCs - lets be mindful loved ones,116
2020-06-19,20:00:19,bradlander,"Without COVID-19, we’d be at @BRICCelebrateBK in @prospect_park right now.  Probably listening to music of the Black diaspora to celebrate #Juneteenth. My kids would rightly be warning me against dancing.  So many things to appreciate better when we can do them again.",54
2020-06-19,14:37:11,thebritafilter,"Just like the freshman 15, I have definately gained the Covid 19. Looking forward for Miss Rona to step down from the pageant. 🙏🏽👑",435
2020-06-18,13:05:16,uche_blackstock,"1/ *NEW*: Interesting piece in today’s @JAMA_current in gaps in #Covid_19 knowledge and behavior. Black respondents more likely to report exposure or know someone who has been infected, however had less knowledge about symptoms how it’s spread.   https://t.co/SWPTwRxxCP",170
2020-06-17,08:22:31,tsamaradki,"Nggak sabar diskusi dengan dua kepala daerah hebat Pak @ganjarpranowo &amp; Pak @ridwankamil mengenai pandemi Covid-19. Bagi yang tertarik, bisa daftar mengikuti Webinar ini atau nonton langsung di Youtube @cokro_tv.  https://t.co/KCky4718cy",1396
2020-06-16,21:11:52,timfullerton,New York is proof that beating COVID isn’t actually that hard.   Wear masks Practice social distancing  Test test test  That’s it! Why the rest of the country can’t figure this out is beyond me.,61
2020-06-16,14:42:55,mollyjongfast,Did our terrible mayor ever get tested for covid-19 as everyone should when they have any cold or flu symptoms? Why can’t our leaders lead by example?,404
2020-06-16,06:59:21,davidharrisajc,"Greek Prime Min. @kmitsotakis today makes his first post-COVID 19 trip outside Greece 🇬🇷.   Where to? Israel 🇮🇱.   It exemplifies ever stronger ties between 2 democratic neighbors &amp; partners.   To learn more, join @AJCGlobal session today w/ the Greek leader.   #AJCVirtualGloFo  https://t.co/F5D4sBnVeE",480
2020-06-15,20:25:39,martinezmau,"¿Así o más claro? El embajador de Estados Unidos en México recomienda a los ciudadanos norteamericanos que pospongan sus vacaciones en México por el momento, ya que el país atraviesa por un contagio comunitario extenso de #Covid_19.",131
2020-06-15,16:43:39,marklevinenyc,So exciting...now donating my antibody-filled plasma!! Thanks to @MountSinaiNYC &amp; @NYBloodCenter for making this possible.  If you've recovered from covid and want to donate:  https://t.co/X0kEDdYmri  https://t.co/S956udFLwz,113
2020-06-15,09:06:56,leeabbamonte,"The reason #Covid_19 is still a thing in America is because we are undisciplined, uninformed, arrogant, non-unified and lack true leadership. Most other nations sucked it up, did the right thing and are now on the other side. This will be a long, sad saga in the US. #coronavirus",96
2020-06-10,09:54:35,bryanllenas,Good news! I have tested negative for COVID-19. I also have tested negative for the antibodies.,237
2020-06-09,22:48:29,tsamaradki,"dr Reisa bicara tentang pakai masker, cuci tangan, &amp; berbagai hal yg perlu dilakukan untuk cegah Covid-19. Sebagian netizen lebih memilih fokus dengan wajah &amp; penampilannya. Nasib perempuan di ranah publik. Substansi selalu dinomorduakan.",2010
2020-06-09,08:05:38,joeborellinyc,"Dear @NYCMayor @NYGovCuomo, why can fancy pools in high-end luxury buildings &amp; condos be open, but private pool clubs for middle class folks and kids camps not be open? Explain how #covid effects the less-bougie.",875
2020-06-08,20:27:14,shimonpro,This is NYC on the upper east side. Covid has kept many people home.This is how they’re participating in the protests. So many people have taken to their windows to bang their pots and pans. @ Upper East Side  https://t.co/lpWcWDtymP,149
2020-06-08,18:06:47,abbyjasmine,Is covid-19 a fucking myth????? Where dat hoe go?,250
2020-06-05,21:20:55,tsamaradki,"Dalam masa pandemi Covid-19, saling menyalahkan &amp; menunjuk yang paling baik bukan langkah terbaik. Semua harus bersatu bersama agar mampu keluar dari persoalan ini. Saling dukung-mendukung adalah kunci!   Mantap Pak @aniesbaswedan    https://t.co/29C1GE6VLT",348
2020-06-05,16:26:44,roncoleman,Discussion with major financial institution stockbroker today indicates that (1) investors are not relying on politicians and partisan press for Covid information; (2) they're hiring actual experts and giving them the freedom to do real science; and (3) the conclusion is... &gt;,1257
2020-06-04,22:58:30,uche_blackstock,"(THREAD) 1/ At the height of the #Coronavirus pandemic, I was incredibly stressed seeing high volumes of COVID-19 patients and at the same time scared for my patients and my own safety.   It turned out to be a lesson in self-care.",244
2020-06-03,17:04:22,joeborellinyc,"If you’re out there using the protests as an opportunity to loot businesses closed from #COVID or assaulting cops, I don’t think you deserve extra unemployment money. I don’t want to pay for you.   https://t.co/PyNk6ntLUn",152
2020-06-01,23:38:27,joeborellinyc,"I have to imagine if you or your business were on the fence about remaining in #NYC after #Covid, this has to seal the deal. It’s going to fall on the city’s middle class taxpayers to make up for massive revenue shortfalls in the next few years. Screenshot this tweet.",181
2020-06-01,07:53:35,slasher,"@ProSyndicate this weekend NYPD has beaten journalists in the street, maced peaceful protesters, run people down with SUVs, and instigated fights with batons all while OUR city deals with the worst covid outbreak in the world. right now injustice is the bigger picture at hand",176
2020-05-31,12:32:37,drdavidsamadi,"#riots2020  not a protest anymore.  Calling Dr Fauci. What happened to #SocialDistancing and #COVID19? No mask, while screaming spreading covid. No talk about covid in the media What happened to #GeorgeFloyd was not acceptable. But this is a crime.  Devastating times @dbongino  https://t.co/noSvwAwzoS",124
2020-05-31,00:00:40,rolandscahill,Haven’t heard this many ambulances and sirens since 5 weeks ago when COVID was ravaging NYC,160
2020-05-27,12:28:34,uche_blackstock,"WATCH NOW: Live testimony in front of the Ways and Means committee on #Covid_19 racial disparities. Speakers include @DrIbram, @TomSequist @AliciaFMD.    https://t.co/xcJJ0DUuQU",68
2020-05-27,11:51:41,gerardaraud,"Le docteur Fauci, directeur du National Institute of Allergy and Infectious Diseases, a officiellement confirmé que les Etats-Unis ne considéraient pas la #chloroquine un traitement efficace contre le #Covid_19",213
2020-05-24,10:56:09,raewitte,I hate a “we needed this” response to covid. Just say your priorities been wrong and you didn’t have the vision to fix them and go.,90
2020-05-22,22:27:14,tsamaradki,"Ketika banyak yg terpaksa tak bertemu orang2 tersayang, &amp; bisa jadi menghabiskan lebaran seorang diri, ada saja orang2 yg egois &amp; tak mau taat aturan.   Seharusnya pemerintah &amp; aparat jg lebih tegas. Kalau begini terus, Covid-19 akan terus menyebar.   https://t.co/uXw2UePGpr",230
2020-05-22,10:28:40,hgitty,"After a week of silence on here I just want to shout out my mom, Sharon Gittens, who died last week at the tender age of 72. She didn't die directly of covid, so she won't be in the major statistics of this era, but in a different time she may have lived. Rest in Love. 💔  https://t.co/RMQrZf0njj",7800
2020-05-22,06:30:56,uche_blackstock,Meanwhile in Brazil. Tragic and powerful photo. Their #Covid_19 cases and deaths are paralleling US trends from weeks ago.,140
2020-05-21,23:38:36,cbenavidestv,"A vigil was held in honor of those who have died from COVID-19 in the communities of Corona, Jackson Heights and East Elmhurst.  They are calling for government action to help undocumented immigrants in those communities.   @PIX11News @MaketheRoadNY @jessicaramos @FranciscoMoyaNY  https://t.co/mLGpuurPkU",56
2020-05-21,20:36:42,uche_blackstock,"Brazil is the next U.S. in the #Covid_19 pandemic due to profound societal inequality and an indifferent, dictator-like leader. Check out this 🧵 on why Brazil is the next hot spot.",103
2020-05-20,17:13:07,jessicaramos,"Street vendors in my district are largely undocumented workers who don’t qualify for the basic safety nets provided by our state. With COVID-19 ravaging our communities, it’s time we #StopCriminalizingPoverty.  https://t.co/or577XywyC",80
2020-05-20,09:24:37,yeampierre,"What is Covid Etiquette? When asked how Im doing -do I say -happy I survived a thing that almost killed me &amp; took 4 family members, resisting anxiety &amp; holding loving space for loved ones &amp; community” or answer-I’m ok,after all Im one of the lucky ones -in my culture, we name it",62
2020-05-19,20:22:06,drkimsue,So many changes to treatment for OUD have taken place in the last couple of months in the US during the COVID state of emergency. Could they  stay? Join me at @acmtmedtox webinar tomorrow discussing the topic with DEA regulators &amp; addiction policy experts  https://t.co/LLl3f009Yp,54
2020-05-19,19:44:13,nouriel,Markets are full of clueless suckers...  Vaccine experts say Moderna didn’t produce data critical to assessing Covid-19 vaccine  https://t.co/fbXoGYMISw via @statnews,182
2020-05-19,11:13:01,uche_blackstock,"“We demand the use of COVID-19 data for the abolition of the structures, systems, policies and narratives that have made Black people defenseless and vulnerable to COVID-19.”   Thank you for this critical work, @YESHICAN and @Data4BlackLives.   https://t.co/wk88rJjccK",153
2020-05-18,20:22:45,drdavidsamadi,#ReOpenAmerica NOW @realDonaldTrump Calling Dr Fauci: Why America is prepared to defeat a second wave of COVID-19  https://t.co/gxyoy3r1co  via @BIZPACReview🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,160
2020-05-18,13:32:27,tonyahurley,"Tested positive for COVID antibodies. I was extremely ill this winter and, well, that was it.",71
2020-05-18,12:54:50,johnwesleyshipp,For Godssake #wearyourmasks when outside - covid can cling to your moisture cloud for up to 15 minutes after you jog 🏃by or even talk - Don’t wanna walk through it - #StaySafe #KeepOthersSafe #ActResponsibly Be part of the #Solution😷 💥❗️ #washyourhands #physicaldistancing  https://t.co/hNnA9DrM8y,203
2020-05-18,12:45:41,fpwellman,Hitting the road for VA! Thank you NYC for welcoming us to your city! It was a privilege to play even the small admin role I led at NewYork-Presbyterian Ryan F. Larkin Field Hospital. Thank you for taking care of us @nyphospital. This has been incredible. Stay safe! #NYC #COVID  https://t.co/xr6PE3LixL,234
2020-05-18,08:35:15,marklevinenyc,"Believe or not, now we have a new problem: Not enough people are seeking tests.  Eligibility has greatly expanded in NY. Now anyone can--and should--test who has symptoms, been exposed to someone w/covid, or is an essential worker.  Find a test site:  https://t.co/TwUmlpG6Fb",155
2020-05-17,18:14:07,cleavon_md,"I saw a lot of groups of friends hanging out today in Central Park.   I haven’t hung out with any of my friends or my brother since this #COVID pandemic began. I’m sure most healthcare providers haven’t either. It’s not a sacrifice, when it’s necessary.",92
2020-05-17,16:48:00,gretchemaben,"Filled out a survey on the effects of COVID-19 on physicians &amp; at the end it told me my answers are concerning. I’ve been working 72 hours/week in a COVID ICU away from my sick pets &amp; support network for a month. I’m well aware I’m not okay. It’s gonna be a while, survey. 🤷🏻‍♀️",135
2020-05-17,13:04:19,brandenjmusic,"For all the #COVIDIOTS who think it’s walk freely without masks, listen up: We both got tested &amp; have antibodies, meaning we’ve had the virus. BUT one of us has also tested + for Covid again. Reinfection? Resurgence? Who knows. Just stay at home or wear a fucking mask! #COVID19",114
2020-05-14,17:38:24,drdavidsamadi,"#ReOpenAmerica NOW. Enough already. the curves are flattened, number of covid  19 pts are down.  Jobs are lost, unemployment is high.   What are we waiting for? Open up America before our healthcare system collapses.   🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸",2644
2020-05-13,22:27:33,cleavon_md,This is terrible news for kids infected by COVID. Italy is seeing a 30-fold increase in pediatric inflammatory syndrome.. Kawasaki-like disease.,79
2020-05-13,19:11:46,fpwellman,Just standing in the middle of the street in Times Square. A very strange time.  #NYC #COVID  https://t.co/xQlr3Hf526,73
2020-05-10,13:08:40,cleavon_md,We’ve never discharged COVID positive patients back to nursing homes in New York City. I don’t know why people are talking about this “new” law preventing this. We’ve also never sent patients back to group homes and shelters who were COVID positive.,103
2020-05-10,12:49:48,marklevinenyc,"And here's another stat, truly painful:  ==&gt; So far 1 out of every 77 residents of NYC aged 75 and over has passed away due to covid-19",462
2020-05-10,09:59:55,davidharrisajc,"Glad to see Len Schleifer, CEO of Regeneron — &amp; husband of @AJCGlobal President Harriet Schleifer — on #CNNSOTU w/ Jake Tapper.   Len is one of the reasons I’m hopeful about medical solutions for #COVID.   He and his scientific colleagues have a track record of big breakthroughs.  https://t.co/oEGM1YHxET",79
2020-05-10,07:17:43,davidharrisajc,"My top democracies responding to #COVID:  Australia 🇦🇺  Austria 🇦🇹  Czech Republic 🇨🇿  Denmark 🇩🇰  Finland 🇫🇮  Germany 🇩🇪  Greece 🇬🇷  Iceland 🇮🇸 Israel 🇮🇱  New Zealand 🇳🇿  Norway 🇳🇴  South Korea 🇰🇷  Taiwan 🇹🇼   Why?  -Determined leaders -Swift, decisive action -National consensus  https://t.co/pHfKK88RE7",232
2020-05-09,19:29:22,yasminesherif1,It is simply not OK to leave them behind during the #COVID19!                                      #FundEducation #SDG4 = #remotelearning #MHPSS #Protection #GirlsEducation           ECW appeals for $50 million  to continue our ongoing COVID-19 response.  https://t.co/s6wN9QvYK4,78
2020-05-09,13:01:11,estherclimate,"FLASH:  You don’t want to miss this!!!..   Join  @AminaJMohammed &amp; her daughter Ms. Nadine Ibrahim (@nailamedia)for Instagram Live conversation about motherhood in the time of COVID to mark #MothersDay   Date: May 10th, 2020 (Tomorrow)  Time: 3PM (Naija) | 10am (NY)  https://t.co/qsV9BPpJ5c",269
2020-05-09,11:14:08,gerardaraud,"The world should recognize the talent of the French for debating. Right now, starts a national debate about the grammatical gender of #covid The québéquois supported by the French academy conclude it’s feminine while most of the French use the masculine. A transatlantic rift?",462
2020-05-08,21:15:03,rosebudbaker,"It’s been 2+ months and I’m more afraid of people being mad at me for going outside than i am of dying from Covid at this point. I’m still inside, I’m just fucking saying",102
2020-05-08,19:19:24,real1,Diamond Cutter??? Or Fugazy Cutter???   Y’all heard the new a Covid 6-9?    https://t.co/u5e1BVghJF  https://t.co/2gWBNIB8WL,254
2020-05-08,16:51:51,uche_blackstock,"*NEW DATA*:   If Black people had died of COVID-19 at the rate of Whites, at least 10,000 more Black Americans would still be alive today.   10,000 Black lives have been lost due to racism.",301
2020-05-08,16:33:54,nydoorman,"My dad is invincible. My mom had covid a few weeks ago and exposed him to it and no only did he NOT get it, his body developed anti bodies to it.   He is 70.",63
2020-05-08,08:33:31,tsamaradki,Kekuatan finansial 66 negara emerging economies termasuk Indonesia dalam menghadapi Covid-19.  https://t.co/zpOmhgz3mk,206
2020-05-08,00:12:04,rafat,"These two charts released by Australian govt today on how they plan to become covid-safe by July — and reopen domestic travel &amp; leisure — will be a model for other countries to follow, the short and long version of the charts worth digging into.  https://t.co/NY8jgAgiSO",59
2020-05-07,08:58:25,joeeenglish,Some good news - @UNICEF today welcomed the news that 85 children have been released from detention in South Sudan as part of efforts to decongest prisons as a prevention measure in the fight against COVID-19  @unicefssudan  https://t.co/gPWX3mIDst,135
2020-05-06,15:30:57,morganradford,"COVID-19 has not only has proven disproportionately deadly for people of color, but new data also reveals there are staggering economic consequences as well. Frontline workers say they are now faced with an impossible decision: save their health, or protect their livelihood.  https://t.co/iUwrPJuAkQ",80
2020-05-06,00:04:38,marklevinenyc,"""It's just like COVID and corona is magnifying structure inequities in communities. It's not creating new ones. It's magnifying the ones that exist."" - @JumaaneWilliams  https://t.co/kGlKlfqYZW",82
2020-05-05,15:31:33,real1,FUCK YOU COVID 19,1025
2020-05-04,13:24:27,thevikaskhanna,"Today- Govt Old Age Home(Ladies), Durgakund, Varanasi*. During the programme, our team carried out awareness in connection with Covid-19, sanitized the Old age home, distributed Mask and food. @NDRFHQ @satyaprad1 @MWSYouth @AzmiShabana  https://t.co/0UECKSOnrj",283
